embedding,model,params,accuracy,precision,recall,f1
TFIDF_NGRAM,LSTM,"units=4, epochs=2",0.9338666666666666,0.9267975555844493,0.9432314410480349,0.9349422875131165
TFIDF_NGRAM,LSTM,"units=8, epochs=2",0.9461333333333334,0.9424413268650845,0.9511710996427154,0.946786090621707
TFIDF_NGRAM,LSTM,"units=12, epochs=2",0.9564,0.9530122063262896,0.9608310175995766,0.9569056404849763
TFIDF_NGRAM,LSTM,"units=16, epochs=2",0.9612666666666667,0.9587059442398738,0.9646685192536721,0.9616779895785238
TFIDF_NGRAM,LSTM,"units=20, epochs=2",0.966,0.9673696776760844,0.9650655021834061,0.9662162162162162
TFIDF_NGRAM,LSTM,"units=24, epochs=2",0.9702,0.9634941329856584,0.9779012835781394,0.9706442503447823
TFIDF_NGRAM,LSTM,"units=28, epochs=2",0.9722,0.9677672955974843,0.9773719730051608,0.9725459213904799
TFIDF_NGRAM,LSTM,"units=32, epochs=2",0.9757333333333333,0.9744097084817307,0.9775043006484054,0.9759545514599023
TFIDF_NGRAM,LSTM,"units=36, epochs=2",0.9773333333333334,0.9780103324943701,0.9769749900754268,0.9774923871309413
TFIDF_NGRAM,LSTM,"units=40, epochs=2",0.9802666666666666,0.9743891284463609,0.9867672356755326,0.9805391190006575
TFIDF_NGRAM,LSTM,"units=44, epochs=2",0.9820666666666666,0.982904850251789,0.9814741299457457,0.9821889690789909
TFIDF_NGRAM,LSTM,"units=48, epochs=2",0.9829333333333333,0.9780018331805683,0.9883551673944687,0.9831512439120705
TFIDF_NGRAM,LSTM,"units=52, epochs=2",0.9830666666666666,0.9800184041014854,0.9865025803890433,0.9832498021630177
TFIDF_NGRAM,LSTM,"units=56, epochs=2",0.9848,0.9844018506278917,0.9854439592430859,0.984922629281841
TFIDF_NGRAM,LSTM,"units=60, epochs=2",0.9859333333333333,0.9848204857444561,0.9872965462485113,0.9860569616070839
TFIDF_NGRAM,LSTM,"units=64, epochs=2",0.9858666666666667,0.9875215717509624,0.9843853380971285,0.9859509609012591
TFIDF_NGRAM,LSTM,"units=72, epochs=2",0.9876,0.983344262295082,0.9921926690485643,0.9877486497167699
TFIDF_NGRAM,LSTM,"units=80, epochs=2",0.9886666666666667,0.9895294897282969,0.9879581844647347,0.9887432128194941
TFIDF_NGRAM,LSTM,"units=96, epochs=2",0.9916,0.9910136117351659,0.992324996691809,0.9916688706691351
TFIDF_NGRAM,LSTM,"units=128, epochs=2",0.9938666666666667,0.9945673777659997,0.9932512901945216,0.9939088983050848
